h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,Ds_v3,Hr,Fp,Cc,Ec,Od_v2,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,score_construction,score_protected,Ra,composite_v3,zone,demand_grade,is_hub_v3,hub_rank_v3,is_hub_v2
8930e150447ffff,37.3901,127.166,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.9949,1.0,0.8,1.0,0.6,0.5756,0.0863,로봇전용,A-최우선,0,0.0,0
8930e1c9a87ffff,37.4124,127.0919,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.65,0.9931,1.0,0.8,0.4,0.6,0.4968,0.0745,일반,D-낮음,0,0.0,0
8930e1c9c37ffff,37.4402,127.0864,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e026e7bffff,37.3627,127.0563,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,0.9486,1.0,0.8,1.0,0.6,0.0,0.387,드론전용,C-보통,0,0.0,0
8930e152683ffff,37.4265,127.1272,41133510,성남동,중원구,0.6301,1.0,0.3908,0.4586,0.3014,1.0,0.0,1.0,0.9657,1.0,0.8,0.34,0.6,0.5187,0.0778,일반,A-최우선,0,0.0,0
8930e026997ffff,37.3943,127.0878,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,1.0,0.9914,1.0,0.8,1.0,0.6,0.5639,0.0846,일반,D-낮음,0,0.0,0
8930e15304bffff,37.371,127.1251,41135540,수내3동,분당구,0.081,0.125,0.0845,0.0703,0.0217,0.0964,0.0,0.475,0.8749,1.0,0.8,1.0,0.6,0.6643,0.0996,일반,E-부적합,0,0.0,0
8930e1c8bdbffff,37.4582,127.1246,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,1.0,0.952,1.0,0.8,1.0,0.6,0.5017,0.0753,일반,C-보통,0,0.0,0
8930e15352fffff,37.399,127.1406,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,1.0,0.9949,1.0,0.8,1.0,0.6,0.5514,0.0827,일반,D-낮음,0,0.0,0
8930e1cd203ffff,37.4551,127.1716,41133560,은행2동,중원구,0.1931,0.436,0.122,0.1345,0.032,0.1761,0.0,0.9125,0.8423,1.0,0.8,1.0,0.6,0.5039,0.0756,일반,D-낮음,0,0.0,0
8930e1c9167ffff,37.4241,127.0667,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9297,1.0,0.8,1.0,0.6,0.5075,0.0761,일반,D-낮음,0,0.0,0
8930e1c9b2fffff,37.4112,127.1233,41135620,야탑1동,분당구,0.4302,0.2596,0.3922,0.554,0.4649,0.5538,0.0,0.3,0.9451,1.0,0.8,1.0,0.6,0.7093,0.1064,로봇전용,B-높음,1,10.0,0
8930e152097ffff,37.4369,127.1464,41133510,성남동,중원구,0.6301,1.0,0.3908,0.4586,0.3014,1.0,0.0,0.7375,0.5051,1.0,0.8,0.34,0.6,0.4571,0.0686,일반,A-최우선,0,0.0,0
8930e15257bffff,37.4401,127.1546,41133525,중앙동,중원구,0.1068,0.2406,0.0874,0.0453,0.0165,0.112,0.0,1.0,0.5,1.0,0.8,1.0,0.6,0.5366,0.0805,일반,D-낮음,0,0.0,0
8930e153427ffff,37.3943,127.1218,41135610,이매2동,분당구,0.0422,0.0347,0.0328,0.045,0.0482,0.0551,0.0,0.825,0.8697,1.0,0.8,1.0,0.6,0.68,0.102,일반,E-부적합,0,0.0,0
8930e153487ffff,37.4002,127.1092,41135655,삼평동,분당구,0.6423,0.1843,1.0,0.4466,1.0,0.7125,0.0,0.3,0.9314,1.0,0.8,0.34,0.6,0.5534,0.083,로봇전용,A-최우선,0,0.0,1
8930e1c8b7bffff,37.4523,127.1372,41131550,태평2동,수정구,0.1467,0.3504,0.076,0.057,0.0431,0.1592,0.0,1.0,0.8869,1.0,0.8,1.0,0.6,0.5465,0.082,일반,D-낮음,0,0.0,0
8930e026937ffff,37.3885,127.1004,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,0.9125,0.7875,1.0,0.8,1.0,0.6,0.6312,0.0947,일반,D-낮음,0,0.0,0
8930e026e1bffff,37.369,127.0516,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,0.8869,1.0,0.8,1.0,0.6,0.4022,0.4222,Hybrid,C-보통,0,0.0,0
8930e1c9a27ffff,37.4065,127.1045,41135655,삼평동,분당구,0.6423,0.1843,1.0,0.4466,1.0,0.7125,0.0,0.475,0.9829,1.0,0.8,0.34,0.6,0.4261,0.0639,일반,A-최우선,0,0.0,0
8930e152473ffff,37.4354,127.1358,41131570,수진1동,수정구,0.1591,0.3612,0.0601,0.054,0.0457,0.2456,0.0,0.65,0.5036,1.0,0.8,1.0,0.6,0.5336,0.08,일반,D-낮음,0,0.0,0
8930e1525dbffff,37.446,127.1419,41131561,태평4동,수정구,0.1569,0.2734,0.0448,0.3478,0.0079,0.0561,0.0,0.475,0.5063,1.0,0.8,1.0,0.6,0.5263,0.0789,일반,D-낮음,0,0.0,0
8930e1c8a73ffff,37.4475,127.1185,41131540,태평1동,수정구,0.1997,0.4513,0.151,0.0916,0.0521,0.1865,0.0,1.0,0.9846,1.0,0.8,1.0,0.6,0.5621,0.0843,일반,D-낮음,0,0.0,0
8930e02682fffff,37.3763,127.0836,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5924,0.0889,일반,D-낮음,0,0.0,0
8930e026d13ffff,37.3991,127.0725,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9863,1.0,0.8,0.4,0.6,0.5442,0.0816,일반,D-낮음,0,0.0,0
8930e1c9e03ffff,37.4172,127.0766,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9057,1.0,0.8,0.4,0.6,0.4309,0.0646,일반,D-낮음,0,0.0,0
8930e15236bffff,37.4064,127.1727,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5715,0.0857,로봇전용,C-보통,0,0.0,0
8930e0249cfffff,37.3389,127.1198,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.9125,0.7857,1.0,0.8,0.34,0.6,0.5896,0.1879,Hybrid,B-높음,0,0.0,0
8930e153217ffff,37.3636,127.1271,41135540,수내3동,분당구,0.081,0.125,0.0845,0.0703,0.0217,0.0964,0.0,0.9125,0.6795,1.0,0.8,1.0,0.6,0.525,0.0787,일반,E-부적합,0,0.0,0
8930e1c896bffff,37.4703,127.1414,41131625,위례동,수정구,0.4708,0.525,0.4066,0.443,0.359,0.6523,0.0,0.3,0.8543,1.0,0.8,1.0,0.6,0.7142,0.1071,로봇전용,B-높음,0,0.0,0
8930e1c8e4fffff,37.4558,127.0982,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,0.9657,1.0,0.8,1.0,0.6,0.5023,0.0754,일반,E-부적합,0,0.0,0
8930e1c9b8fffff,37.4171,127.1106,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.9125,0.8234,1.0,0.8,0.4,0.6,0.4493,0.0674,일반,D-낮음,0,0.0,0
8930e026c0bffff,37.387,127.0557,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.3828,0.0574,일반,C-보통,0,0.0,0
8930e1c9333ffff,37.4117,127.063,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e1c9817ffff,37.4276,127.0958,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,0.825,0.8372,1.0,0.8,1.0,0.6,0.5339,0.0801,일반,D-낮음,0,0.0,0
8930e152263ffff,37.4016,127.1539,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.4666,0.07,일반,C-보통,0,0.0,0
8930e024dabffff,37.3571,127.1108,41135545,정자동,분당구,0.1949,0.2174,0.2081,0.1436,0.0869,0.3521,1.0,0.3875,0.9366,1.0,0.8,0.3,0.6,0.7699,0.1599,Hybrid,D-낮음,0,0.0,0
8930e15310fffff,37.3864,127.15,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.9229,1.0,0.8,1.0,0.6,0.4378,0.0657,일반,A-최우선,0,0.0,0
8930e1cd2c7ffff,37.4558,127.1664,41133560,은행2동,중원구,0.1931,0.436,0.122,0.1345,0.032,0.1761,0.0,0.7375,0.5035,1.0,0.8,1.0,0.6,0.5602,0.084,일반,D-낮음,0,0.0,0
8930e1cd263ffff,37.4488,127.1763,41133540,금광2동,중원구,0.2496,0.5099,0.1945,0.1227,0.0488,0.3262,0.0,1.0,0.9949,1.0,0.8,1.0,0.6,0.5184,0.0778,일반,C-보통,0,0.0,0
8930e02613bffff,37.3816,127.0422,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.3756,0.4643,일반,C-보통,0,0.0,0
8930e026b03ffff,37.3654,127.0906,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,0.9537,1.0,0.8,0.65,0.6,0.5953,0.0893,로봇전용,C-보통,0,0.0,0
8930e1c922bffff,37.3996,127.0463,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e150403ffff,37.3957,127.1665,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5431,0.0815,일반,C-보통,0,0.0,0
8930e15215bffff,37.4275,127.164,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9966,1.0,0.8,1.0,0.6,0.3913,0.0587,일반,C-보통,0,0.0,0
8930e15358fffff,37.4049,127.128,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,1.0,0.8594,1.0,0.8,1.0,0.6,0.6091,0.0914,일반,D-낮음,0,0.0,0
8930e153007ffff,37.3817,127.1312,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,0.5625,0.8543,1.0,0.8,1.0,0.6,0.592,0.0888,로봇전용,A-최우선,0,0.0,0
8930e024d47ffff,37.3476,127.1074,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,0.7375,0.9074,1.0,0.8,1.0,0.6,0.6157,0.3654,Hybrid,C-보통,0,0.0,0
8930e1530abffff,37.3845,127.1315,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,0.9125,0.6606,1.0,0.8,1.0,0.6,0.5145,0.0772,일반,A-최우선,0,0.0,0
8930e024ca3ffff,37.3524,127.0921,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,0.976,1.0,0.8,1.0,0.6,0.5398,0.4792,Hybrid,C-보통,0,0.0,0
8930e1c9123ffff,37.4298,127.0672,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5226,0.0784,일반,D-낮음,0,0.0,0
8930e152053ffff,37.4227,127.1452,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e152537ffff,37.4508,127.1607,41133540,금광2동,중원구,0.2496,0.5099,0.1945,0.1227,0.0488,0.3262,0.0,0.825,0.5023,1.0,0.8,1.0,0.6,0.521,0.0781,일반,C-보통,0,0.0,0
8930e1c8b37ffff,37.463,127.1434,41131625,위례동,수정구,0.4708,0.525,0.4066,0.443,0.359,0.6523,0.0,0.9125,0.9092,1.0,0.8,1.0,0.6,0.5903,0.0886,로봇전용,B-높음,0,0.0,0
8930e026dd7ffff,37.3998,127.0673,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9966,1.0,0.8,0.4,0.6,0.5505,0.0826,일반,D-낮음,0,0.0,0
8930e1506d7ffff,37.3784,127.1572,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.9794,1.0,0.8,1.0,0.6,0.5409,0.0811,일반,A-최우선,0,0.0,0
8930e1c9ec7ffff,37.4178,127.0714,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5013,0.0752,일반,D-낮음,0,0.0,0
8930e15242fffff,37.4386,127.1439,41133510,성남동,중원구,0.6301,1.0,0.3908,0.4586,0.3014,1.0,0.0,0.7375,0.5032,1.0,0.8,0.34,0.6,0.4855,0.0728,일반,A-최우선,0,0.0,0
8930e1532dbffff,37.3593,127.1163,41135570,정자3동,분당구,0.1556,0.155,0.1864,0.2975,0.0387,0.0824,1.0,0.3,0.9057,1.0,0.8,1.0,0.6,0.5506,0.1934,일반,D-낮음,0,0.0,0
8930e1c8a2fffff,37.4508,127.1266,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,0.475,0.9451,1.0,0.8,1.0,0.6,0.5809,0.0871,로봇전용,C-보통,0,0.0,0
8930e026ccfffff,37.3876,127.0506,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9863,1.0,0.8,1.0,0.6,0.4624,0.0694,일반,C-보통,0,0.0,0
8930e1c98dbffff,37.4232,127.085,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e152327ffff,37.417,127.1788,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5421,0.0813,일반,C-보통,0,0.0,0
8930e02498bffff,37.3445,127.1202,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.9125,0.9126,1.0,0.8,0.34,0.6,0.7111,0.2222,Hybrid,B-높음,0,0.0,0
8930e1531d3ffff,37.3895,127.1371,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,0.9125,0.8937,1.0,0.8,1.0,0.6,0.415,0.0622,일반,D-낮음,0,0.0,0
8930e1504a7ffff,37.4036,127.1724,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5919,0.0888,로봇전용,C-보통,0,0.0,0
8930e026ba7ffff,37.3732,127.0965,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,0.988,1.0,0.8,0.65,0.6,0.5615,0.0842,로봇전용,C-보통,0,0.0,0
8930e1536b7ffff,37.3826,127.113,41135520,수내1동,분당구,0.4597,0.2856,0.276,0.8209,0.4778,0.489,0.0,0.9125,0.9057,1.0,0.8,1.0,0.6,0.6338,0.0951,로봇전용,B-높음,0,0.0,0
8930e026bc7ffff,37.3661,127.0854,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,0.9966,1.0,0.8,0.65,0.6,0.595,0.0893,로봇전용,C-보통,0,0.0,0
8930e1504c7ffff,37.3964,127.1613,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5857,0.0879,로봇전용,C-보통,0,0.0,0
8930e1530cbffff,37.3773,127.1204,41135530,수내2동,분당구,0.0328,0.0,0.0199,0.0527,0.0295,0.0825,0.0,1.0,0.9212,1.0,0.8,1.0,0.6,0.6198,0.093,일반,E-부적합,0,0.0,0
8930e024d67ffff,37.348,127.1153,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,0.825,0.7532,1.0,0.8,1.0,0.6,0.6773,0.3551,Hybrid,C-보통,0,0.0,0
8930e1535afffff,37.4054,127.1359,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,0.7375,0.8097,1.0,0.8,1.0,0.6,0.5082,0.0762,일반,C-보통,0,0.0,0
8930e1cd283ffff,37.4614,127.1669,41131610,양지동,수정구,0.0625,0.1412,0.0467,0.0414,0.0028,0.0603,0.0,0.475,0.5093,1.0,0.8,1.0,0.6,0.5269,0.079,일반,E-부적합,0,0.0,0
8930e1c9bafffff,37.4175,127.1185,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9263,1.0,0.8,0.4,0.6,0.6717,0.1008,일반,D-낮음,0,0.0,0
8930e153697ffff,37.3821,127.1051,41135550,정자1동,분당구,0.5904,0.5654,0.5316,0.5304,0.6184,0.7529,0.0,0.825,0.9966,1.0,0.8,1.0,0.6,0.6254,0.0938,로봇전용,A-최우선,0,0.0,0
8930e152117ffff,37.4381,127.1701,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.5625,0.9246,1.0,0.8,0.4,0.6,0.4683,0.0702,일반,A-최우선,0,0.0,0
8930e1531b3ffff,37.3966,127.1482,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5717,0.0858,로봇전용,C-보통,0,0.0,0
8930e1534a7ffff,37.4006,127.1171,41135655,삼평동,분당구,0.6423,0.1843,1.0,0.4466,1.0,0.7125,0.0,0.9125,0.8354,1.0,0.8,0.34,0.6,0.6635,0.0995,로봇전용,A-최우선,0,0.0,0
8930e152ccfffff,37.4407,127.1835,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.9125,0.988,1.0,0.8,0.4,0.6,0.4984,0.0748,일반,A-최우선,0,0.0,0
8930e0269b7ffff,37.3948,127.0957,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,0.9125,0.8886,1.0,0.8,1.0,0.6,0.54,0.081,일반,D-낮음,0,0.0,0
8930e026e9bffff,37.3753,127.0469,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,0.9092,1.0,0.8,1.0,0.6,0.3337,0.421,드론전용,C-보통,0,0.0,0
8930e1c9aa7ffff,37.4128,127.0998,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.5625,0.8183,1.0,0.8,0.4,0.6,0.5415,0.0812,일반,D-낮음,0,0.0,0
8930e152307ffff,37.4166,127.1709,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.3021,0.0453,일반,C-보통,0,0.0,0
8930e15200fffff,37.426,127.1534,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,1.0,0.9966,1.0,0.8,1.0,0.6,0.3588,0.0538,일반,D-낮음,0,0.0,0
8930e152ebbffff,37.4288,127.1877,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,0.9125,0.9949,1.0,0.8,1.0,0.6,0.3678,0.0552,일반,C-보통,0,0.0,0
8930e1cd073ffff,37.4703,127.1755,41131610,양지동,수정구,0.0625,0.1412,0.0467,0.0414,0.0028,0.0603,0.0,1.0,0.9743,1.0,0.8,1.0,0.6,0.5238,0.0786,일반,E-부적합,0,0.0,0
8930e0268afffff,37.3826,127.0789,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e026d93ffff,37.4054,127.0677,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9983,1.0,0.8,0.4,0.6,0.5759,0.0864,일반,D-낮음,0,0.0,0
8930e150693ffff,37.384,127.1577,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.9623,1.0,0.8,1.0,0.6,0.5211,0.0782,일반,A-최우선,0,0.0,0
8930e1c9e83ffff,37.4235,127.0719,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9829,1.0,0.8,1.0,0.6,0.541,0.0812,일반,D-낮음,0,0.0,0
8930e153297ffff,37.3699,127.1224,41135530,수내2동,분당구,0.0328,0.0,0.0199,0.0527,0.0295,0.0825,0.0,0.3875,0.8749,1.0,0.8,1.0,0.6,0.5842,0.0876,일반,E-부적합,0,0.0,0
8930e026c8bffff,37.3933,127.051,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,0.5625,0.9332,1.0,0.8,1.0,0.6,0.3714,0.0557,일반,C-보통,0,0.0,0
8930e1c98bbffff,37.4304,127.096,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.7977,1.0,0.8,1.0,0.6,0.5097,0.0765,일반,D-낮음,0,0.0,0
8930e1c93b3ffff,37.418,127.0583,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5423,0.0813,일반,D-낮음,0,0.0,0
8930e1c93d7ffff,37.412,127.05,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5504,0.0826,일반,D-낮음,0,0.0,0
8930e026cafffff,37.3948,127.0616,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,0.3,0.9486,1.0,0.8,1.0,0.6,0.4744,0.0712,일반,C-보통,0,0.0,0
8930e1c9897ffff,37.4339,127.0911,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9897,1.0,0.8,1.0,0.6,0.5574,0.0836,일반,D-낮음,0,0.0,0
8930e1c9d7bffff,37.4371,127.0992,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9263,1.0,0.8,1.0,0.6,0.3939,0.0591,일반,D-낮음,0,0.0,0
8930e1c8a0fffff,37.4504,127.1187,41131540,태평1동,수정구,0.1997,0.4513,0.151,0.0916,0.0521,0.1865,0.0,0.9125,0.928,1.0,0.8,1.0,0.6,0.4539,0.0681,일반,D-낮음,0,0.0,0
8930e152cabffff,37.4468,127.1919,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,0.9949,1.0,0.8,0.4,0.6,0.0,0.0,부적합,A-최우선,0,0.0,0
8930e15318fffff,37.3927,127.1453,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.523,0.0784,일반,D-낮음,0,0.0,0
8930e153673ffff,37.3684,127.1118,41135545,정자동,분당구,0.1949,0.2174,0.2081,0.1436,0.0869,0.3521,0.0,0.9125,0.5783,1.0,0.8,0.3,0.6,0.655,0.0982,일반,D-낮음,0,0.0,0
8930e1cd347ffff,37.457,127.1901,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5536,0.083,로봇전용,A-최우선,0,0.0,0
8930e0261bbffff,37.3879,127.0375,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e026b83ffff,37.3717,127.0859,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,1.0,1.0,0.8,0.65,0.6,0.5504,0.0826,로봇전용,C-보통,0,0.0,0
8930e150483ffff,37.4021,127.1618,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,0.9125,0.9314,1.0,0.8,1.0,0.6,0.4478,0.0672,일반,C-보통,0,0.0,0
8930e1532bbffff,37.3665,127.1273,41135540,수내3동,분당구,0.081,0.125,0.0845,0.0703,0.0217,0.0964,0.0,0.65,0.5852,1.0,0.8,1.0,0.6,0.5876,0.0881,일반,E-부적합,0,0.0,0
8930e1c9c73ffff,37.4324,127.0805,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,0.9125,0.9589,1.0,0.8,1.0,0.6,0.4966,0.0745,일반,D-낮음,0,0.0,0
8930e1521dbffff,37.4338,127.1593,41133580,상대원2동,중원구,0.0667,0.0521,0.0607,0.0128,0.1067,0.1177,0.0,0.65,0.5042,1.0,0.8,0.4,0.6,0.4801,0.072,일반,E-부적합,0,0.0,0
8930e153087ffff,37.388,127.1265,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,0.65,0.8783,1.0,0.8,1.0,0.6,0.6163,0.0924,일반,D-낮음,0,0.0,0
8930e024d23ffff,37.3537,127.1158,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,1.0,0.7375,0.9023,1.0,0.8,0.65,0.6,0.6763,0.2779,Hybrid,C-보통,0,0.0,0
8930e15356bffff,37.3912,127.1347,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,0.65,0.7429,1.0,0.8,1.0,0.6,0.5366,0.0805,일반,D-낮음,0,0.0,0
8930e15240fffff,37.4382,127.136,41131570,수진1동,수정구,0.1591,0.3612,0.0601,0.054,0.0457,0.2456,0.0,1.0,0.5,1.0,0.8,1.0,0.6,0.6347,0.0952,일반,D-낮음,0,0.0,0
8930e1c9b6bffff,37.4034,127.1174,41135655,삼평동,분당구,0.6423,0.1843,1.0,0.4466,1.0,0.7125,0.0,0.9125,0.7789,1.0,0.8,0.34,0.6,0.5944,0.0892,로봇전용,A-최우선,0,0.0,0
8930e1520d3ffff,37.429,127.1405,41133510,성남동,중원구,0.6301,1.0,0.3908,0.4586,0.3014,1.0,0.0,0.3,0.7206,1.0,0.8,0.34,0.6,0.449,0.0674,일반,A-최우선,0,0.0,0
8930e1525b7ffff,37.4571,127.156,41131590,단대동,수정구,0.0914,0.204,0.0764,0.0417,0.0164,0.09,0.0,1.0,0.5,1.0,0.8,1.0,0.6,0.5506,0.0826,일반,E-부적합,0,0.0,0
